trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
93,False,"{'a': 0.99, 'e': 0.39271102835780486}",25,0,30.003213090060843,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.99, 'e': 0.3887839180742268}",20,0,-55.10104254054677,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.99, 'e': 0.38489607889348454}",20,6,19.386418880674153,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.99, 'e': 0.38104711810454966}",25,3,-46.13271943336492,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
97,False,"{'a': 0.99, 'e': 0.37723664692350417}",25,7,-3.3830519625962614,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.99, 'e': 0.37346428045426916}",25,0,-150.11698147667246,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
99,False,"{'a': 0.99, 'e': 0.36972963764972644}",30,16,17.215520673436863,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.99, 'e': 0.3660323412732292}",20,15,10.018715819537395,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.99, 'e': 0.3623720178604969}",20,16,7.152615489849174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.99, 'e': 0.3587482976818919}",20,16,7.866919232842842,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.99, 'e': 0.355160814705073}",30,0,-34.372805389723396,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.99, 'e': 0.35160920655802225}",25,5,0.9007559117527251,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.99, 'e': 0.348093114492442}",20,0,11.321911264330678,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
106,False,"{'a': 0.99, 'e': 0.3446121833475176}",25,6,27.181529072979618,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.99, 'e': 0.34116606151404244}",25,3,-24.03771084704141,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
108,False,"{'a': 0.99, 'e': 0.337754400898902}",25,0,25.15268453631063,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
